OBJECTID,LONGITUDE,LATITUDE
3405264,144.83179,-37.74989
3405265,146.26375,-38.20547
3405266,145.24565,-38.04661
3405267,145.32828,-37.76043
3405268,144.05951,-37.72292
3405269,145.02866,-37.68629
3405270,145.08673,-37.82469
3405271,146.89079,-36.12308
3405272,146.23762,-38.18415
3405273,146.12024,-36.49502
3405274,143.83595,-37.58171
3405275,145.06472,-37.9864
3405276,145.94254,-38.16668
3405277,144.78292,-37.74233
3405278,145.03365,-37.36281
3405279,145.14523,-37.98751
3405280,145.33431,-37.76114
3405281,142.33681,-38.33871
3405282,144.92088,-37.75994
3405283,144.74977,-37.81866
3405284,146.32564,-38.19671
3405285,145.14647,-37.94894
3405286,144.80795,-37.7452
3405287,145.2159,-37.98832
3405288,145.32646,-37.5614
3405289,141.59785,-38.32367
3405290,144.74883,-37.87247
3405291,144.84255,-37.77868
3405292,145.19247,-37.93519
3405293,145.05614,-37.88361
3405294,146.33905,-38.36283
3405295,145.29298,-37.90723
3405296,145.05954,-37.91835
3405297,144.69893,-37.74076
3405298,145.51069,-37.67221
3405299,144.90794,-37.58916
3405300,147.76177,-37.80985
3405301,145.30595,-38.03128
3405302,144.96348,-37.82211
3405303,145.30079,-38.02204
3405304,144.84579,-36.85519
3405305,145.03031,-37.92998
3405306,144.96996,-37.48089
3405307,144.99904,-37.81934
3405308,145.00861,-37.87066
3405309,144.94236,-37.84484
3405310,145.04248,-37.90426
3405311,144.92964,-37.8266
3405312,144.95528,-37.8154
3405313,145.34007,-37.96374
3405314,144.88549,-37.66981
3405315,143.70753,-38.72694
3405316,142.61003,-38.38417
3405317,144.35285,-38.14629
3405318,144.97445,-37.83457
3405319,141.1591,-37.00266
3405320,144.53316,-36.85155
3405321,144.91557,-37.69114
3405322,144.99281,-37.8548
3405323,145.67008,-37.54249
3405324,145.35542,-37.90655
3405325,144.33996,-38.15903
3405326,145.27433,-38.00172
3405327,144.57388,-37.70924
3405328,145.55997,-38.03626
3405329,144.864,-37.78897
3405330,144.88589,-37.70703
3405331,145.03461,-37.97762
3405332,147.35764,-36.03161
3405333,146.53037,-38.19263
3405334,145.03809,-37.82921
3405335,144.34551,-38.19871
3405336,143.49896,-38.76462
3405337,144.15799,-38.34633
3405338,144.27957,-37.12765
3405339,145.0306,-37.68708
3405340,145.02171,-37.67861
3405341,144.8924,-37.69683
3405342,146.54004,-38.19351
3405343,145.02968,-37.6434
3405344,144.38024,-37.32957
3405345,146.6889,-36.36617
3405346,145.35924,-37.31507
3405347,144.38183,-37.87374
3405348,144.70619,-37.56524
3405349,146.38993,-36.37543
3405350,144.98897,-37.87104
3405351,144.96669,-37.82138
3405352,144.89213,-37.76898
3405353,145.1228,-37.58532
3405354,144.22221,-37.44782
3405355,144.61182,-36.4944
3405356,144.80051,-37.7443
3405357,144.96136,-37.81032
3405358,144.39611,-38.02441
3405359,143.49057,-37.54886
3405360,144.95267,-37.651
3405361,145.00064,-37.81057
3405362,144.24237,-36.80264
3405363,144.84245,-37.79269
3405364,144.96417,-37.79935
3405365,145.00106,-37.73768
3405366,144.92562,-37.65983
3405367,144.72976,-37.72778
3405368,144.985,-37.63324
3405369,144.72462,-37.83755
3405370,144.29549,-36.75122
3405371,145.21791,-37.95481
3405372,145.0114,-37.69485
3405373,144.94583,-37.42544
3405374,145.31195,-37.75274
3405375,147.48611,-36.80351
3405376,145.10838,-37.78377
3405377,144.2788,-36.72239
3405378,145.14634,-38.06753
3405379,144.06973,-37.83999
3405380,144.94084,-37.77799
3405381,145.3259,-37.56022
3405382,148.50519,-37.73829
3405383,144.7756,-37.7128
3405384,145.12043,-37.8161
3405385,145.26125,-38.06451
3405386,145.10794,-38.17345
3405387,144.76687,-37.63531
3405388,145.16031,-37.97166
3405389,144.96955,-37.77245
3405390,143.59148,-37.7236
3405391,144.95759,-37.84733
3405392,145.03032,-37.79912
3405393,145.29472,-37.88874
3405394,144.5659,-37.40794
3405395,145.24249,-37.92698
3405396,145.16672,-38.14981
3405397,145.22065,-37.9856
3405398,145.09339,-37.83559
3405399,145.21524,-37.98762
3405400,146.44734,-38.24473
3405401,144.92484,-37.76716
3405402,144.92161,-37.70754
3405403,145.09152,-37.72986
3405404,145.0447,-37.87785
3405405,145.03991,-37.76756
3405406,144.98262,-37.74304
3405407,144.2843,-37.60418
3405408,145.21772,-37.98526
3405409,142.20233,-36.71969
3405410,145.29597,-37.90355
3405411,142.19189,-38.27804
3405412,143.83943,-37.55757
3405413,145.24535,-37.82917
3405414,145.24766,-37.84333
3405415,145.71024,-38.36883
3405416,144.79542,-37.81419
3405417,144.96183,-37.71165
3405418,144.61979,-37.47401
3405419,145.33089,-38.0497
3405420,145.14268,-37.97991
3405421,145.16508,-37.88365
3405422,144.98469,-37.72494
3405423,144.30279,-37.5464
3405424,145.09053,-37.84985
3405425,143.66409,-36.74479
3405426,144.20378,-38.21233
3405427,144.65656,-36.09127
3405428,145.28015,-38.10998
3405429,145.31621,-36.85822
3405430,144.66732,-37.8823
3405431,145.11503,-37.81689
3405432,145.01949,-37.72774
3405433,145.24921,-38.0033
3405434,145.2396,-36.5905
3405435,142.20149,-34.22643
3405436,144.32086,-38.09798
3405437,144.94398,-37.8003
3405438,147.0738,-38.06802
3405439,145.24755,-37.8193
3405440,145.19629,-37.99137
3405441,145.03189,-37.85487
3405442,145.06392,-37.67129
3405443,145.32756,-38.02714
3405444,145.15726,-37.92545
3405445,145.16191,-37.90351
3405446,144.70169,-37.83562
3405447,145.33877,-37.54026
3405448,144.82842,-37.74764
3405449,145.21137,-38.03464
3405450,145.14774,-37.97465
3405451,145.30377,-38.02637
3405452,145.23528,-37.86883
3405453,145.36486,-36.39319
3405454,144.95629,-37.81622
3405455,145.23299,-37.89636
3405456,144.55483,-38.17991
3405457,145.02359,-37.88939
3405458,145.09104,-37.83516
3405459,144.97507,-37.78492
3405460,144.96023,-37.77804
3405461,145.14268,-37.97991
3405462,144.2632,-36.77022
3405463,145.1427,-38.09968
3405464,145.00076,-37.82327
3405465,144.18012,-38.06439
3405466,146.55114,-38.20213
3405467,145.20309,-38.07319
3405468,145.17408,-37.92083
3405469,145.06943,-37.82267
3405470,144.38717,-38.16943
3405471,143.55982,-35.33471
3405472,145.59117,-37.86014
3405473,145.02508,-37.82141
3405474,145.12644,-37.92947
3405475,145.02105,-37.72054
3405476,144.66216,-37.88899
3405477,145.15924,-38.01271
3405478,144.78115,-37.69743
3405479,142.4037,-38.29602
3405480,144.68289,-37.87759
3405481,145.26381,-38.00041
3405482,144.71164,-37.57861
3405483,145.05555,-37.70393
3405484,144.93704,-37.78886
3405485,141.28722,-38.16249
3405486,144.97607,-37.83699
3405487,145.04142,-37.94217
3405488,144.2921,-36.76912
3405489,145.33189,-35.92548
3405490,145.90944,-37.59401
3405491,143.5637,-38.74619
3405492,145.01221,-37.90052
3405493,145.3405,-38.04927
3405494,144.9772,-37.78515
3405495,145.14694,-38.11982
3405496,144.92935,-37.6346
3405497,144.94844,-37.82896
3405498,145.07871,-37.74991
3405499,144.97233,-37.85529
3405500,145.01316,-37.84507
3405501,144.96652,-37.82623
3405502,144.93831,-37.84297
3405503,144.35324,-38.14497
3405504,145.17902,-37.70365
3405505,144.90226,-37.80943
3405506,145.12588,-37.65744
3405507,144.962,-37.82743
3405508,145.16259,-38.11002
3405509,144.98291,-37.73596
3405510,144.29233,-36.76369
3405511,144.96765,-37.81182
3405512,145.13573,-38.14668
3405513,145.28196,-37.88405
3405514,146.21644,-37.2343
3405515,145.12587,-37.65741
3405516,145.13195,-37.64057
3405517,146.47536,-38.18607
3405518,142.95611,-37.27184
3405519,144.89239,-37.80326
3405520,141.4655,-36.40258
3405521,145.44605,-37.77937
3405522,144.33353,-38.10039
3405523,145.43013,-37.99185
3405524,144.59744,-37.94231
3405525,144.98299,-37.80637
3405526,144.95594,-37.81067
3405527,145.0047,-37.84059
3405528,145.25727,-38.02678
3405529,144.95547,-37.80827
3405530,145.11338,-37.88844
3405531,145.07191,-37.64972
3405532,144.37294,-38.16352
3405533,144.79859,-37.80071
3405534,145.18104,-37.92123
3405535,145.03412,-37.71345
3405536,144.98781,-37.92252
3405537,144.77178,-37.86777
3405538,145.08481,-37.69862
3405539,144.72674,-37.57846
3405540,145.32191,-38.0282
3405541,144.89897,-37.8187
3405542,144.91778,-37.6742
3405543,144.82566,-37.79537
3405544,145.11446,-37.91972
3405545,144.86669,-37.83319
3405546,144.24221,-37.01515
3405547,145.28544,-37.92503
3405548,145.0217,-37.80317
3405549,147.46531,-38.04237
3405550,144.76859,-37.7334
3405551,144.80787,-37.80752
3405552,144.01494,-36.95568
3405553,145.00631,-37.74549
3405554,144.65857,-37.9043
3405555,144.92683,-37.68613
3405556,144.27478,-37.91771
3405557,147.3527,-37.99674
3405558,145.51521,-36.19917
3405559,145.14014,-37.91615
3405560,145.16847,-37.80314
3405561,145.15675,-38.09093
3405562,145.04094,-37.85957
3405563,142.03398,-36.4552
3405564,144.93657,-37.8012
3405565,144.43113,-37.67408
3405566,145.06898,-37.92954
3405567,144.30994,-36.74672
3405568,145.15715,-37.95902
3405569,145.17403,-38.14838
3405570,145.03311,-37.59757
3405571,145.04613,-37.88727
3405572,144.99529,-37.8053
3405573,145.21489,-37.96405
3405574,144.99213,-37.80499
3405575,143.72454,-37.76452
3405576,144.59962,-37.4555
3405577,145.24763,-37.84511
3405578,145.03113,-38.23333
3405579,144.79004,-37.77085
3405580,146.89687,-36.11021
3405581,144.46675,-37.54755
3405582,145.01918,-37.90136
3405583,145.08938,-37.12723
3405584,145.07925,-37.7696
3405585,144.47649,-38.17659
3405586,144.27823,-36.74346
3405587,145.00618,-37.8998
3405588,144.96622,-37.71124
3405589,148.61747,-37.38539
3405590,145.06621,-38.40772
3405591,144.78837,-37.6988
3405592,144.51022,-37.00884
3405593,145.36551,-37.88488
3405594,144.77833,-37.86574
3405595,146.28239,-38.19113
3405596,144.91829,-37.68369
3405597,145.61895,-38.18529
3405598,144.20764,-37.58846
3405599,146.10441,-38.39815
3405600,145.04082,-37.81896
3405601,144.35093,-38.13344
3405602,144.9668,-37.74017
3405603,145.35648,-37.90975
3405604,147.01627,-36.74634
3405605,144.98061,-37.80611
3405606,144.97842,-37.77807
3405607,145.17372,-38.09834
3405608,144.92753,-38.35521
3405609,145.13397,-37.8432
3405610,145.16664,-37.62469
3405611,145.22654,-37.89908
3405612,145.23321,-37.83232
3405613,145.16484,-37.91946
3405614,144.74075,-37.71011
3405615,144.65136,-37.84477
3405616,144.98338,-37.85535
3405617,145.04471,-37.87581
3405618,144.88946,-37.70261
3405619,144.9328,-37.62658
3405620,145.34395,-37.95275
3405621,145.20693,-37.11229
3405622,144.97644,-37.86033
3405623,144.80673,-37.60422
3405624,144.99513,-37.64883
3405625,144.70952,-36.14421
3405626,145.15142,-37.17763
3405627,144.41244,-38.1692
3405628,145.0234,-37.93994
3405629,144.89655,-37.76949
3405630,144.95061,-37.71491
3405631,147.04376,-38.08659
3405632,145.03596,-37.87407
3405633,144.97043,-37.79774
3405634,145.12012,-37.81314
3405635,141.77425,-34.27679
3405636,144.92374,-37.72814
3405637,144.3434,-38.11082
3405638,144.98992,-37.73903
3405639,144.92903,-37.63409
3405640,146.4222,-37.95535
3405641,146.87142,-36.12635
3405642,145.05473,-37.75217
3405643,145.07123,-37.67038
3405644,144.79134,-37.75786
3405645,145.07697,-37.67003
3405646,144.79225,-37.79967
3405647,145.07807,-37.66981
3405648,144.35381,-38.10022
3405649,141.73493,-38.21659
3405650,144.95271,-37.77051
3405651,145.08371,-37.99757
3405652,144.94448,-37.8258
3405653,145.32552,-38.01712
3405654,145.1308,-38.15118
3405655,144.86099,-37.67631
3405656,145.16965,-37.94483
3405657,145.20941,-37.9457
3405658,145.00004,-37.86646
3405659,145.28811,-37.81339
3405660,144.98068,-37.75736
3405661,144.94224,-37.666
3405662,146.49234,-38.25303
3405663,145.28652,-37.84692
3405664,145.43181,-36.37759
3405665,144.36668,-38.14669
3405666,144.81883,-37.82625
3405667,144.08556,-36.21148
3405668,144.35731,-38.14861
3405669,144.97488,-37.79795
3405670,145.74293,-38.10111
3405671,144.85632,-37.83207
3405672,144.98064,-37.85022
3405673,145.34707,-38.0289
3405674,145.66841,-37.56468
3405675,144.99589,-37.83818
3405676,144.8894,-37.73395
3405677,144.42646,-37.67207
3405678,145.35249,-37.86868
3405679,146.03779,-38.09779
3405680,144.34522,-38.1013
3405681,146.21913,-38.6774
3405682,145.31989,-38.02787
3405683,145.08554,-37.98373
3405684,145.2157,-37.95443
3405685,147.99553,-37.87727
3405686,143.16425,-38.24336
3405687,144.96326,-37.72741
3405688,145.09602,-37.63245
3405689,144.75642,-38.34663
3405690,145.07713,-37.96804
3405691,144.58614,-37.69422
3405692,145.18159,-37.99582
3405693,144.58582,-37.68432
3405694,144.89135,-37.80303
3405695,144.88304,-37.69907
3405696,144.97251,-37.86488
3405697,144.88217,-37.68957
3405698,144.83979,-37.83033
3405699,145.21207,-37.62954
3405700,144.99224,-37.85779
3405701,144.74318,-37.83911
3405702,146.08838,-37.05203
3405703,145.16562,-37.88072
3405704,145.63163,-38.04145
3405705,145.13537,-38.14374
3405706,145.16947,-37.79002
3405707,144.34269,-38.19356
3405708,145.23162,-37.77394
3405709,144.81014,-37.70081
3405710,145.2919,-37.77894
3405711,145.30668,-38.20034
3405712,145.1691,-37.9617
3405713,144.21219,-36.88598
3405714,144.34825,-38.16986
3405715,145.13687,-37.68495
3405716,145.00646,-37.89984
3405717,144.60342,-37.68995
3405718,145.69349,-37.86127
3405719,144.6918,-37.87107
3405720,145.93887,-38.06237
3405721,144.62186,-38.17939
3405722,145.043,-37.94482
3405723,145.03133,-37.80693
3405724,144.70872,-37.85412
3405725,144.92062,-37.82081
3405726,145.15614,-37.795
3405727,145.02237,-37.6518
3405728,145.03005,-37.85163
3405729,145.30317,-37.82737
3405730,144.96296,-37.8063
3405731,145.2147,-37.95785
3405732,143.54772,-35.35263
3405733,144.29421,-36.74258
3405734,145.06748,-37.88455
3405735,145.02447,-37.90934
3405736,144.97259,-37.76656
3405737,144.98021,-37.80848
3405738,142.38377,-37.57408
3405739,144.33832,-37.14971
3405740,145.16119,-37.97653
3405741,144.81917,-36.63436
3405742,145.06786,-37.86632
3405743,144.94235,-37.8256
3405744,144.67269,-37.91495
3405745,145.13958,-37.94588
3405746,143.85632,-37.56162
3405747,144.80828,-37.81489
3405748,143.8544,-37.56383
3405749,145.39891,-36.38316
3405750,143.65009,-37.62609
3405751,144.90719,-37.86399
3405752,143.73236,-36.12
3405753,144.88108,-37.82722
3405754,144.97132,-37.8299
3405755,145.06208,-37.90028
3405756,146.85358,-36.11859
3405757,145.28758,-37.82616
3405758,145.26817,-37.87958
3405759,145.03301,-37.83549
3405760,144.7809,-37.74211
3405761,145.04487,-37.82337
3405762,143.74461,-37.0518
3405763,144.8924,-37.71321
3405764,145.11143,-38.04016
3405765,144.81348,-37.82505
3405766,145.12868,-37.9147
3405767,143.8192,-35.58727
3405768,145.31805,-37.76586
3405769,143.74135,-37.05433
3405770,145.36832,-37.88951
3405771,144.91741,-37.68555
3405772,142.20494,-36.72305
3405773,144.93493,-37.68713
3405774,145.55874,-35.85823
3405775,145.26893,-38.07032
3405776,147.20681,-36.05947
3405777,145.19583,-37.83591
3405778,145.06473,-37.98126
3405779,144.21701,-38.36684
3405780,145.16618,-37.82815
3405781,144.81187,-37.74567
3405782,144.64312,-37.89348
3405783,145.25587,-37.75314
3405784,143.88153,-37.55171
3405785,144.34484,-38.07919
3405786,145.02847,-37.66066
3405787,144.66947,-37.84638
3405788,144.3528,-38.12316
3405789,144.28244,-37.07921
3405790,147.30351,-36.89083
3405791,145.66478,-36.93221
3405792,143.89183,-37.55808
3405793,145.23844,-38.00202
3405794,144.96136,-37.81032
3405795,145.06275,-37.82191
3405796,145.16332,-37.78171
3405797,144.75664,-37.7051
3405798,146.29306,-38.17768
3405799,144.8801,-37.82548
3405800,145.24161,-37.81177
3405801,144.70529,-37.87978
3405802,145.03206,-36.30791
3405803,144.97432,-37.83466
3405804,146.32038,-38.20921
3405805,145.06388,-37.98273
3405806,142.32747,-36.43793
3405807,144.7345,-37.86891
3405808,145.08364,-38.24422
3405809,144.96534,-37.73399
3405810,145.08906,-37.82497
3405811,144.86127,-37.72672
3405812,144.78645,-37.69839
3405813,142.56757,-35.5921
3405814,145.14129,-37.58812
3405815,144.99926,-37.81185
3405816,144.85626,-37.80973
3405817,145.26199,-38.04668
3405818,145.25758,-37.88492
3405819,142.14779,-34.17278
3405820,144.75248,-37.7964
3405821,146.96181,-37.88036
3405822,144.97113,-37.83507
3405823,144.95665,-37.67863
3405824,144.88086,-37.63996
3405825,144.87948,-37.8015
3405826,145.2096,-37.99453
3405827,145.17447,-37.99884
3405828,146.64588,-38.52754
3405829,145.22571,-37.86595
3405830,144.90385,-38.35582
3405831,146.94321,-38.04477
3405832,144.96404,-37.73095
3405833,141.74767,-37.251
3405834,145.15103,-37.95179
3405835,143.66679,-38.56542
3405836,145.31089,-37.80211
3405837,145.06925,-37.75861
3405838,146.99365,-38.28998
3405839,145.08134,-37.82405
3405840,145.5487,-38.29264
3405841,145.1467,-37.83806
3405842,145.3728,-36.52481
3405843,144.95234,-37.689
3405844,142.1561,-34.22323
3405845,144.34457,-38.17332
3405846,145.04872,-37.8161
3405847,148.62031,-37.38495
3405848,144.88982,-37.71494
3405849,144.36826,-38.17742
3405850,145.04194,-37.87553
3405851,146.31582,-36.36145
3405852,144.74712,-37.85406
3405853,145.2484,-38.45615
3405854,144.89586,-37.8218
3405855,145.09076,-37.88028
3405856,144.95356,-37.83251
3405857,144.9603,-37.80423
3405858,144.97927,-37.86166
3405859,142.04192,-36.90374
3405860,142.15675,-34.2064
3405861,144.32007,-36.81449
3405862,144.95949,-37.80414
3405863,146.82897,-36.79606
3405864,144.70445,-37.86092
3405865,144.87506,-37.74523
3405866,144.82343,-37.8063
3405867,145.02227,-37.74448
3405868,145.06823,-37.68711
3405869,145.18315,-38.08591
3405870,145.05379,-37.96517
3405871,144.89043,-37.75404
3405872,145.01841,-37.8683
3405873,146.26709,-38.17539
3405874,145.04963,-36.31352
3405875,144.80159,-37.70344
3405876,144.99254,-37.7628
3405877,145.44782,-38.52037
3405878,145.1288,-37.87706
3405879,144.92261,-37.78941
3405880,145.10571,-37.91188
3405881,144.96311,-37.76135
3405882,145.30536,-38.03564
3405883,144.44798,-37.65705
3405884,145.12574,-38.09738
3405885,145.16233,-38.15417
3405886,145.00602,-37.83085
3405887,145.12231,-37.91135
3405888,145.12825,-37.78731
3405889,145.16677,-37.9197
3405890,145.17038,-37.88956
3405891,145.2468,-38.10864
3405892,145.27007,-37.84473
3405893,146.10686,-37.0135
3405894,145.21597,-37.73986
3405895,145.59045,-36.74549
3405896,146.9762,-37.96696
3405897,144.35992,-38.14276
3405898,145.18243,-37.93638
3405899,145.06657,-37.75944
3405900,144.32027,-38.14941
3405901,146.25268,-38.17929
3405902,144.77463,-37.696
3405903,144.56494,-37.70178
3405904,144.70729,-37.61541
3405905,144.69966,-37.67529
3405906,144.94306,-37.59761
3405907,145.16926,-37.8033
3405908,145.10965,-38.03961
3405909,145.17844,-37.93589
3405910,143.56952,-38.22436
3405911,145.29519,-37.88475
3405912,145.12552,-37.67798
3405913,144.56345,-37.68465
3405914,145.24665,-38.02655
3405915,145.15287,-37.82083
3405916,145.13647,-38.02222
3405917,142.34612,-36.5025
3405918,145.36158,-37.06374
3405919,144.21219,-36.88598
3405920,145.00313,-37.93414
3405921,143.12751,-37.42701
3405922,145.93999,-36.53338
3405923,147.00992,-36.7781
3405924,144.74072,-37.33035
3405925,142.85595,-37.15266
3405926,144.9531,-37.69205
3405927,144.20334,-37.59012
3405928,144.71011,-37.57846
3405929,144.90862,-37.61455
3405930,145.31042,-37.98154
3405931,145.04193,-37.93384
3405932,143.55925,-35.33848
3405933,143.70491,-38.54302
3405934,142.15367,-34.20084
3405935,144.15878,-36.80968
3405936,145.35164,-37.91883
3405937,145.042,-37.94875
3405938,144.85658,-38.36831
3405939,142.45512,-38.36184
3405940,144.66763,-37.87595
3405941,144.71241,-37.74838
3405942,144.31576,-36.76685
3405943,145.13485,-38.15712
3405944,144.21771,-36.75022
3405945,145.21604,-37.97697
3405946,144.91893,-37.73302
3405947,144.99398,-37.7959
3405948,146.67231,-38.01231
3405949,145.02908,-37.80742
3405950,145.14197,-37.79838
3405951,144.45172,-37.60597
3405952,145.45449,-38.05765
3405953,145.02879,-37.88777
3405954,146.29944,-39.01315
3405955,142.7448,-38.49817
3405956,145.21084,-37.83284
3405957,145.01191,-37.96954
3405958,145.36148,-37.97217
3405959,145.30801,-38.02077
3405960,145.24127,-37.99528
3405961,144.92854,-37.66452
3405962,145.91965,-38.15211
3405963,145.00812,-37.95229
3405964,144.96885,-37.80729
3405965,145.26924,-37.78506
3405966,145.39513,-36.32336
3405967,145.35571,-36.3877
3405968,144.99078,-37.68463
3405969,144.51491,-38.2656
3405970,144.49643,-36.02393
3405971,145.43188,-37.89308
3405972,144.97259,-37.76656
3405973,144.33364,-38.15513
3405974,146.32211,-36.36113
3405975,144.93153,-37.82124
3405976,145.00152,-37.74498
3405977,144.97114,-37.75199
3405978,145.23353,-38.00144
3405979,145.0916,-37.87543
3405980,141.48927,-37.59799
3405981,145.33877,-37.89805
3405982,145.01508,-37.65109
3405983,144.96475,-37.79357
3405984,145.05907,-37.74033
3405985,145.27099,-38.01747
3405986,145.283,-37.59043
3405987,144.98469,-37.72494
3405988,145.05307,-37.95903
3405989,144.97584,-37.80843
3405990,145.16652,-37.83403
3405991,145.00483,-37.71963
3405992,144.38137,-38.06499
3405993,145.76253,-38.10926
3405994,145.36704,-36.39575
3405995,144.97736,-37.81551
3405996,144.91114,-37.7768
3405997,145.17504,-38.09977
3405998,144.92859,-37.60656
3405999,145.12563,-38.0948
3406000,144.64879,-37.62576
3406001,145.08757,-37.99846
3406002,144.96356,-37.7587
3406003,142.47155,-38.36077
3406004,145.02638,-37.68702
3406005,144.8083,-37.75534
3406006,144.9916,-37.86146
3406007,145.98113,-38.15792
3406008,144.81533,-37.72964
3406009,145.42437,-36.38613
3406010,145.07051,-37.87693
3406011,144.89511,-37.83261
3406012,147.00702,-36.14145
3406013,144.42807,-38.03153
3406014,144.93887,-37.79543
3406015,148.45546,-37.70496
3406016,145.31982,-37.56112
3406017,144.85929,-37.67828
3406018,144.33468,-38.09442
3406019,144.99339,-37.82518
3406020,144.91154,-37.6941
3406021,145.1842,-38.26131
3406022,145.20599,-37.87676
3406023,147.08109,-36.25284
3406024,144.96964,-37.85869
3406025,145.56808,-37.29541
3406026,144.75188,-36.12806
3406027,145.0529,-37.67733
3406028,148.06048,-37.8611
3406029,145.15439,-37.84541
3406030,144.97545,-37.81071
3406031,145.70671,-38.62351
3406032,143.73231,-37.58132
3406033,144.96052,-37.7209
3406034,145.24754,-37.81463
3406035,143.84088,-37.58516
3406036,144.35461,-37.08167
3406037,145.24551,-38.03493
3406038,145.2087,-37.94829
3406039,145.02186,-37.63696
3406040,146.18485,-38.3601
3406041,145.80738,-38.45723
3406042,145.02351,-37.81313
3406043,142.14552,-34.17964
3406044,145.72353,-38.01845
3406045,145.22735,-37.81401
3406046,146.92396,-36.70645
3406047,145.02721,-37.68721
3406048,145.25243,-38.07929
3406049,145.18843,-38.28545
3406050,145.16114,-37.76286
3406051,145.03967,-37.64586
3406052,144.93735,-37.5936
3406053,144.98292,-37.87395
3406054,143.93255,-35.76305
3406055,144.85238,-37.73667
3406056,145.68462,-37.84467
3406057,145.12277,-38.14338
3406058,144.95234,-37.689
3406059,145.00716,-37.84862
3406060,144.34248,-38.19465
3406061,145.0047,-37.84059
3406062,144.34958,-38.06679
3406063,145.55705,-37.23933
3406064,145.19902,-37.92356
3406065,144.98029,-37.8235
3406066,144.59192,-37.66971
3406067,145.00308,-37.86474
3406068,144.96375,-37.82458
3406069,144.35913,-38.16311
3406070,144.37334,-38.15678
3406071,144.81301,-37.72932
3406072,144.99742,-37.85835
3406073,146.56226,-38.19054
3406074,144.95911,-37.81764
3406075,144.99994,-37.84002
3406076,145.2042,-37.97349
3406077,145.28583,-37.8588
3406078,145.05967,-37.98112
3406079,144.99552,-37.87661
3406080,145.09009,-37.88343
3406081,143.88542,-37.60478
3406082,144.74398,-37.69324
3406083,145.24018,-37.97713
3406084,144.35365,-38.09482
3406085,145.07111,-37.71694
3406086,144.25926,-36.7722
3406087,145.30338,-38.02009
3406088,145.09592,-37.94682
3406089,146.81704,-36.09716
3406090,145.20136,-38.03572
3406091,145.36735,-38.06274
3406092,145.05417,-37.97349
3406093,146.55447,-36.68146
3406094,144.97488,-37.79795
3406095,145.12314,-37.92626
3406096,145.19924,-37.93815
3406097,145.0689,-38.22016
3406098,145.11315,-38.15443
3406099,144.91581,-37.77389
3406100,144.74679,-37.87102
3406101,145.00554,-37.69933
3406102,145.00194,-37.89714
3406103,147.49216,-37.86574
3406104,145.2557,-37.83089
3406105,146.25396,-38.18933
3406106,144.97887,-37.79595
3406107,144.95705,-37.82535
3406108,145.13967,-37.77947
3406109,145.20645,-37.99102
3406110,144.37442,-38.08609
3406111,145.25962,-37.85343
3406112,141.63838,-37.23783
3406113,144.9891,-37.82312
3406114,145.15566,-37.93367
3406115,144.92262,-37.7802
3406116,144.9789,-37.84602
3406117,145.02421,-37.73555
3406118,143.23922,-36.07774
3406119,143.62044,-37.22739
3406120,145.17405,-37.96872
3406121,145.4016,-36.3701
3406122,145.10223,-37.98576
3406123,144.91485,-37.80152
3406124,144.70529,-37.87978
3406125,145.18748,-38.0365
3406126,144.98997,-37.83878
3406127,144.90739,-37.71933
3406128,144.87214,-37.80975
3406129,145.0758,-37.84814
3406130,145.16227,-37.99737
3406131,144.95837,-37.7949
3406132,145.27046,-37.84257
3406133,144.78295,-37.78043
3406134,145.14183,-37.9314
3406135,144.8951,-37.82779
3406136,144.97741,-37.84134
3406137,145.07278,-37.80214
3406138,144.20392,-37.07636
3406139,144.95198,-37.29565
3406140,144.34529,-38.18034
3406141,145.85574,-38.65694
3406142,145.44897,-37.77915
3406143,145.07949,-37.92367
3406144,146.79854,-38.25488
3406145,146.63875,-37.92681
3406146,145.63326,-37.60236
3406147,144.83154,-37.80716
3406148,145.27521,-37.78423
3406149,144.95847,-37.80404
3406150,142.01715,-34.22167
3406151,143.8413,-37.53435
3406152,145.11788,-37.98767
3406153,147.04195,-37.63119
3406154,145.02219,-37.9464
3406155,144.9652,-37.83061
3406156,144.76908,-37.70693
3406157,146.18966,-36.07845
3406158,145.21727,-37.95435
3406159,144.96734,-37.80713
3406160,144.95189,-37.81416
3406161,145.5475,-37.95969
3406162,144.96534,-37.73399
3406163,145.0612,-37.7901
3406164,144.852,-37.7797
3406165,146.53371,-38.19293
3406166,145.01785,-37.87121
3406167,143.73231,-37.58132
3406168,145.10129,-37.92636
3406169,143.81964,-37.51936
3406170,145.09814,-37.89614
3406171,144.34501,-38.18177
3406172,144.69717,-37.68716
3406173,144.24044,-37.60968
3406174,145.17574,-38.01521
3406175,145.02534,-37.8298
3406176,144.07531,-36.75501
3406177,143.8685,-37.56709
3406178,144.97565,-37.80954
3406179,144.07812,-37.01146
3406180,143.52696,-35.27386
3406181,144.8998,-37.65461
3406182,144.8431,-36.08706
3406183,144.9344,-37.74523
3406184,144.34578,-38.15398
3406185,145.06907,-37.99423
3406186,144.98616,-37.8107
3406187,144.96451,-37.81386
3406188,144.83416,-37.71896
3406189,144.88487,-37.69342
3406190,145.38884,-36.44854
3406191,145.29815,-38.01602
3406192,145.17689,-37.81279
3406193,144.91983,-37.61931
3406194,142.2282,-37.18498
3406195,145.06368,-37.65255
